0	0.77548	1.09443	0.939156	0.314459	0.77587	1.31251	1.2373	0.375467	1.47003	0.88096	0.680723	0.806292	1.02679	1.16849	0.0360714	0.66056	1.28578	1.05932	1.15136	1.01288	1.29646	0.880208	1.18463	0.787637	1.29903	0.877408	0.55694	1.39824	0.777903	1.30201	0.724213	0.797309	0.232348	1.23576	0.959176	1.1003	0.905595	1.23393	0.659851	1.2099	1.22522	0.749944	1.15378	1.4484	0.619934	0.979484	0.853428	1.10273	0.578249	1.07052	0.695214	1.18146	1.11421	0.911806	0.936133	0.662715	1.10252	1.27173	1.37311	1.27415	0.555733	0.731902	1.0011	0.225963	0.172164	0.774866	0.692896	0.327704	0.379012	0.380681	0.980885	0.709814	1.09752	1.2384	0.711995	0.851375	1.06066	1.25037	0.195062	1.38269	0.990974	0.942299	1.19686	0.985534	
0.77548	0	0.8946	0.517923	1.16101	0.566916	1.07285	1.24239	0.942058	0.505842	0.316233	0.636204	0.320901	1.1178	0.86761	0.749682	0.481056	0.747021	0.351754	0.848306	0.197008	1.23368	0.806163	0.558594	0.872884	1.06343	0.300639	0.565389	1.13038	0.651866	0.468847	0.432541	0.298015	0.489954	0.401541	0.814262	0.160871	0.495912	1.14459	0.0645685	1.11409	0.479635	0.500793	1.10525	0.475304	1.04195	0.320785	0.867125	1.47951	0.680748	0.177264	0.986773	0.966802	1.20465	1.00959	0.0993135	0.332506	1.44286	1.06657	0.958857	0.289934	0.652318	0.435497	1.14463	0.433755	0.597173	0.324505	0.37427	0.400058	1.18699	0.932662	1.37588	0.48523	0.274524	1.06962	1.05527	0.653446	0.32881	0.644798	0.709387	0.405461	1.00226	0.841792	0.328376	0.797265	
1.09443	0.8946	0	0.370264	1.08382	1.67526	1.44449	0.420648	1.30914	0.705944	0.454322	1.6549	1.39948	1.05034	1.48434	1.09028	1.57282	0.403148	1.27727	0.297737	0.695945	0.827641	1.09312	0.288857	0.458368	1.45394	0.670076	0.410644	0.813198	0.275396	0.573705	1.30368	0.838372	1.13638	0.554317	1.74111	0.609271	0.465902	0.256259	1.09448	0.709802	0.417674	0.250686	0.318124	0.728457	0.905498	0.420689	1.40613	0.4755	0.453391	0.8931	1.43635	0.166153	1.75956	1.08947	0.711618	1.26147	0.480935	0.886656	0.959776	0.816824	1.55337	0.344484	0.432341	0.758279	1.09917	1.41513	0.399872	1.17563	1.23214	1.28489	0.644541	0.269393	1.08057	0.399996	0.909218	0.684285	1.2554	1.19078	0.945346	0.75465	1.47889	0.339998	0.828105	1.64979	
0.939156	0.517923	0.370264	0	0.975	1.23279	1.03348	0.54926	0.995737	0.474857	0.112913	1.18276	1.01812	0.836851	0.960928	0.912558	1.09253	0.299182	0.834408	0.225925	0.302058	0.742469	0.676765	0.190178	0.326123	1.02034	0.269106	0.266809	0.74918	0.242281	0.283021	0.753073	0.331995	0.668173	0.297962	1.23304	0.29308	0.203307	0.487411	0.663693	0.541571	0.247884	0.207437	0.448805	0.53227	0.668208	0.145209	0.985062	0.745706	0.377055	0.56415	1.06546	0.342691	1.4675	0.786344	0.385331	0.719337	0.688948	0.717082	0.690729	0.576087	1.12329	0.140779	0.439959	0.553716	0.759902	1.00247	0.317859	0.75526	1.10085	0.960596	0.71969	0.287106	0.768155	0.425615	0.700303	0.244737	0.85305	0.69954	0.622505	0.472737	1.09328	0.308497	0.408501	1.09644	
0.314459	1.16101	1.08382	0.975	0	1.04666	0.949751	0.860039	0.248704	1.53105	1.07542	0.767877	1.19711	0.551467	0.96552	0.305494	0.857785	1.18489	1.37232	0.98752	1.14809	0.829018	0.567891	1.21275	0.524167	0.948935	0.976457	0.716228	0.942374	0.799951	1.2609	0.707515	0.832974	0.457236	1.26541	0.935232	1.28716	0.919593	0.898904	1.03791	0.750281	1.30655	1.00163	0.961384	1.60085	0.27437	1.15671	0.580764	0.68564	0.712196	1.42251	0.432746	0.959801	0.842555	0.490122	1.24135	0.842141	0.66425	0.799452	0.955524	1.56838	0.579468	0.962967	0.552301	0.664724	0.376319	1.15248	1.04799	0.555782	0.135593	0.227944	0.424785	1.04583	1.49987	0.846614	0.322384	0.667539	1.42457	1.1443	0.26358	1.52103	0.661095	0.754848	1.26348	0.917565	
0.77587	0.566916	1.67526	1.23279	1.04666	0	0.795799	1.74702	0.748992	0.894784	1.04815	0.161681	0.21974	1.14082	0.561173	0.74718	0.138953	1.39625	0.39803	1.52388	0.853321	1.40387	0.914311	1.35449	1.35339	0.760053	0.913771	1.1612	1.36483	1.31082	1.08212	0.467012	0.785501	0.566768	1.08783	0.36461	0.902148	1.1573	1.7412	0.411735	1.41257	1.21206	1.25395	1.78923	0.832718	1.17919	1.09395	0.694035	1.86974	1.24694	0.566562	0.710327	1.67916	0.548054	1.04848	0.769806	0.378282	1.84986	1.25057	1.13077	0.725588	0.348625	1.1557	1.59628	0.798192	0.639251	0.157413	1.06664	0.514259	1.01775	0.767728	1.5973	1.22449	0.407071	1.59818	1.15784	1.08713	0.369624	0.694408	0.832576	0.787838	0.717644	1.43882	0.753722	0.325877	
1.31251	1.07285	1.44449	1.03348	0.949751	0.795799	0	1.15982	0.887594	0.816263	1.10621	0.601002	0.896806	0.509093	0.142284	1.27642	0.682862	1.07822	0.711139	1.11721	0.818535	0.728696	0.410393	1.15698	0.880356	0.0799941	0.841989	1.18283	0.600322	1.11836	0.806302	0.455264	0.687002	1.06624	0.838439	0.261542	0.949001	0.936478	1.17868	0.997761	0.678993	1.13466	1.37854	1.3465	0.946914	0.794275	1.11573	0.323804	1.22568	1.24205	0.992494	0.566336	1.20586	0.294419	0.453315	1.04083	0.702673	1.16105	0.500982	0.309425	0.971036	0.695836	1.25944	0.898356	1.41136	1.12439	0.891275	1.41979	1.00309	1.02516	0.849252	0.889761	1.49932	0.977588	0.893622	0.648998	0.692652	0.799946	0.26687	0.979491	0.821381	0.233499	0.952904	0.630079	0.312601	
1.2373	1.24239	0.420648	0.54926	0.860039	1.74702	1.15982	0	1.01687	0.830794	0.769366	1.57744	1.65427	0.648415	1.29856	1.23228	1.60768	0.337619	1.55383	0.221486	0.941079	0.374392	0.883056	0.500372	0.503287	1.15533	0.926579	0.781114	0.483623	0.671372	0.63094	1.28001	0.976799	1.2761	0.727147	1.64458	0.880273	0.738994	0.192071	1.38796	0.319528	0.564577	0.697229	0.2958	0.905444	0.607543	0.735847	1.14634	0.254467	0.824096	1.21697	1.04913	0.265291	1.41979	0.779078	1.06805	1.32277	0.246442	0.534391	0.70322	1.13848	1.40924	0.72662	0.266026	1.15301	1.25827	1.63583	0.929124	1.34839	0.812291	0.981728	0.260073	0.770885	1.40299	0.270876	0.733033	0.59123	1.55642	1.19029	1.05266	0.941049	1.15872	0.563847	0.97839	1.50682	
0.375467	0.942058	1.30914	0.995737	0.248704	0.748992	0.887594	1.01687	0	1.39394	1.02898	0.515461	0.904638	0.482056	0.865455	0.344289	0.591855	1.04851	1.15807	0.995717	1.05406	0.744232	0.532141	1.17766	0.805535	0.876092	0.941684	0.929941	0.887133	1.02855	1.17149	0.569954	0.771219	0.311053	1.18295	0.747725	1.15805	0.991698	1.08776	0.796914	0.709537	1.17954	1.12376	1.26758	1.42593	0.470783	1.09812	0.471367	1.0195	0.979217	1.20257	0.24688	1.17446	0.660484	0.466814	1.08187	0.61512	1.01286	0.748188	0.935133	1.37425	0.331329	1.0345	0.858736	0.682033	0.304084	0.857484	1.06521	0.381302	0.23419	0.0555258	0.668957	1.139	1.23435	0.949105	0.442267	0.618039	1.18232	1.07913	0.390409	1.36955	0.550404	1.00251	1.15822	0.751462	
1.47003	0.505842	0.705944	0.474857	1.53105	0.894784	0.816263	0.830794	1.39394	0	0.459713	0.883793	0.700709	0.982163	0.740952	1.44531	0.784209	0.40922	0.547763	0.536114	0.366259	0.8	0.893879	0.407798	0.866512	0.795515	0.531381	0.80723	0.700453	0.748059	0.194239	0.753049	0.581697	1.18774	0.304623	1.01802	0.270979	0.59773	0.782894	0.627475	0.747869	0.297292	0.636131	0.845595	0.0446433	1.2102	0.411496	1.01071	1.13114	0.931455	0.253225	1.17743	0.680355	1.1387	1.02543	0.40872	0.685294	1.10206	0.722251	0.579399	0.223235	1.05185	0.600631	0.904342	1.05374	1.30146	0.656562	0.7029	1.11959	1.5924	1.38275	1.13552	0.685579	0.346291	0.719519	1.18407	0.662408	0.519255	0.505038	1.23968	0.0365803	1.00362	0.791848	0.196971	0.860098	
0.88096	0.316233	0.454322	0.112913	1.07542	1.04815	1.10621	0.769366	1.02898	0.459713	0	1.06172	0.7872	0.974513	0.977367	0.854918	0.931014	0.407349	0.652392	0.392486	0.210693	0.945518	0.734066	0.177902	0.465186	1.09541	0.179577	0.286212	0.902293	0.28819	0.315641	0.678496	0.261012	0.573452	0.269432	1.14569	0.197905	0.187361	0.664496	0.451928	0.748667	0.254111	0.200729	0.61339	0.482776	0.802652	0.0462011	1.00163	0.988144	0.402607	0.399769	1.11184	0.483164	1.47634	0.886417	0.221494	0.598897	0.935545	0.869437	0.81133	0.43745	1.03286	0.138494	0.65452	0.451209	0.681678	0.783951	0.209584	0.556847	1.17803	0.996233	0.957887	0.245506	0.57439	0.600134	0.815818	0.35019	0.655107	0.688893	0.636948	0.41924	1.13395	0.411242	0.360718	1.05039	
